id,lang,lemma,alt_lemma,label,rank,count,rate
13702,lat,demonstro,demonstro,demonstro,1301,487,1.096
31336,lat,nonne,nonne,nonne,1301,487,1.096
34377,lat,pecus,pecus1,"pecus, pecoris, n.",1301,487,1.096
35582,lat,perspicio,perspicio,perspicio,1301,487,1.096
10722,lat,conicio,conicio,conicio,1305,486,1.094
13127,lat,decem,1-dec,decem,1305,486,1.094
36552,lat,placidus,placidus,placidus,1305,486,1.094
49792,lat,utinam,utinam,utinam,1305,486,1.094
6474,lat,caecus,caecus,"caecus, caeca, caecum",1309,485,1.092
26519,lat,lavo,lavo,lavo,1309,485,1.092
41198,lat,resisto,resisto,resisto,1309,485,1.092
42870,lat,scriba,scriba,scriba,1309,485,1.092
25271,lat,invideo,invideo,invideo,1313,484,1.089
26669,lat,leo2,leo2,"leō, leōnis, m.",1313,484,1.089
17327,lat,excutio,excutio,excutio,1315,483,1.087
36149,lat,phoebus,phoebus,phoebus,1316,482,1.085
40304,lat,ratis,ratis,ratis,1316,482,1.085
49208,lat,tumultus,tumultus,tumultus,1316,482,1.085
29891,lat,monumentum,monumentum,monumentum,1319,481,1.083
40029,lat,quinque,quinque,quinque,1319,481,1.083
11609,lat,coquo,coquo,"coquō, coquere, coxī, coctum",1321,480,1.08
2345,lat,altitudo,altitudo,altitudo,1322,479,1.078
51119,lat,volucris,volucris,"volucris, volucris, f./m.",1322,479,1.078
14549,lat,diligentia,diligentia,diligentia,1324,478,1.076
34686,lat,perago,perago,perago,1324,478,1.076
37256,lat,postremo,postremo,postremo,1324,478,1.076
41131,lat,requiro,requiro,requiro,1324,478,1.076
50744,lat,vincio,vincio,vincio,1328,477,1.074
13876,lat,deprehendo,deprehendo,deprehendo,1329,476,1.071
32009,lat,observo,observo,observo,1329,476,1.071
34871,lat,perduco,perduco,perduco,1329,476,1.071
1041,lat,admitto,admitto,admitto,1332,475,1.069
13679,lat,demitto,demitto,demitto,1332,475,1.069
6080,lat,bracchium,bracchium,"bracchium, bracchiī, n.",1334,474,1.067
29346,lat,militaris,militaris,militaris,1334,474,1.067
30679,lat,naturalis,naturalis,naturalis,1334,474,1.067
39947,lat,queo,queo,queo,1334,474,1.067
12248,lat,cruor,cruor,cruor,1338,473,1.065
18452,lat,febris,febris,febris,1338,473,1.065
9561,lat,collis,collis,collis,1340,472,1.062
25929,lat,lac,lac,lac,1340,472,1.062
35601,lat,persuadeo,persuadeo,persuadeo,1340,472,1.062
43913,lat,siccus,siccus,siccus,1340,472,1.062
10538,lat,confido,confido,confido,1344,471,1.06
12843,lat,damnum,damnum,"damnum, damnī, n.",1344,471,1.06
30664,lat,natio,natio,"nātiō, nātiōnis, f.",1344,471,1.06
13761,lat,densus,densus,densus,1347,470,1.058
49714,lat,uro,uro,uro,1347,470,1.058
28660,lat,medicamentum,medicamentum,medicamentum,1349,468,1.053
37338,lat,potus,potus,potus,1349,468,1.053
44233,lat,sisto,sisto,sisto,1349,468,1.053
18166,lat,factum,factum,"factum, factī, n.",1352,466,1.049
19896,lat,geminus,geminus,geminus,1352,466,1.049
22824,lat,incendo,incendo,"incendō, incendere, incendī, incēnsum",1352,466,1.049
40754,lat,regno,regno,"rēgnō, rēgnāre, rēgnāvī, rēgnātum",1352,466,1.049
4250,lat,arvum,arvum,"arvum, arvī, n.",1356,465,1.047
29981,lat,mortuus,mortuus,mortuus,1356,465,1.047
45191,lat,stomachus,stomachus,stomachus,1356,465,1.047
40137,lat,quot,quot,quot,1359,464,1.044
11367,lat,contraho,contraho,contraho,1360,463,1.042
31065,lat,neve,neve,neve,1360,463,1.042
50021,lat,vates,vates,"vātēs, vātis, m.",1360,463,1.042
10122,lat,comprehendo,comprehendo,"comprehendō, comprehendere, comprehendī, comprehensum",1360,463,1.042
14932,lat,dispono,dispono,dispono,1364,462,1.04
20795,lat,haurio,haurio,haurio,1364,462,1.04
29611,lat,mitis,mitis,mitis,1366,461,1.038
24786,lat,intereo,intereo,intereo,1367,460,1.035
29864,lat,monstro,monstro,monstro,1367,460,1.035
50913,lat,viso,viso,viso,1367,460,1.035
21901,lat,ictus2,ictus2,"īctus, īctūs, m.",1370,459,1.033
26439,lat,latro2,latro2,latro2,1370,459,1.033
34767,lat,percipio,percipio,percipio,1370,459,1.033
50018,lat,vastus,vastus,"vāstus, vāsta, vāstum",1370,459,1.033
19281,lat,fretum,fretum,fretum,1374,458,1.031
21768,lat,iacio,jacio,"iaciō, iacere, iēcī, iactum",1374,458,1.031
29661,lat,modicus,modicus,modicus,1374,458,1.031
36394,lat,pinguis,pinguis,pinguis,1374,458,1.031
19384,lat,fruor,fruor,"fruor, fruī, frūctus sum",1378,457,1.029
31001,lat,nero,nero,nero,1378,457,1.029
1840,lat,aggredior,aggredior,aggredior,1380,456,1.026
11285,lat,contentus2,contentus2,contentus2,1380,456,1.026
21039,lat,heres,heres,heres,1380,456,1.026
32213,lat,occasio,occasio,occasio,1380,456,1.026
37297,lat,potentia,potentia,potentia,1380,456,1.026
4876,lat,audacia,audacia,audacia,1385,455,1.024
7888,lat,centum,centum,centum,1385,455,1.024
21464,lat,horreo,horreo,horreo,1385,455,1.024
22823,lat,incendium,incendium,incendium,1385,455,1.024
23286,lat,indicium,indicium,indicium,1385,455,1.024
32072,lat,obsto,obsto,obsto,1385,455,1.024
11689,lat,cornelius,cornelius,cornelius,1391,454,1.022
16543,lat,episcopus,episcopus,episcopus,1391,454,1.022
29473,lat,minuo,minuo,minuo,1391,454,1.022
39194,lat,prudentia,prudentia,prudentia,1391,454,1.022
9616,lat,colonia,colonia,colonia,1395,453,1.02
7159,lat,captivus,captivus,"captīvus, captīva, captīvum",1395,453,1.02
1963,lat,ala,ala,ala,1397,452,1.017
18129,lat,fabula,fabula1,"fābula, fābulae, f.",1397,452,1.017
22234,lat,immanis,immanis,"immānis, immāne",1397,452,1.017
37293,lat,potens,potens,"potēns, potentis",1397,452,1.017
39192,lat,prudens,prudens,"prūdēns, prūdentis",1397,452,1.017
17858,lat,exsisto,exsisto,exsisto,1402,451,1.015
37171,lat,porto,porto,"portō, portāre, portāvī, portātum",1402,451,1.015
40434,lat,recito,recito,recito,1402,451,1.015
40531,lat,recuso,recuso,"recusō, recusāre, recusāvī, recusātum",1402,451,1.015
46764,lat,suspendo,suspendo,suspendo,1406,450,1.013
50716,lat,vilis,vilis,vilis,1406,450,1.013
12588,lat,cutis,cutis,cutis,1408,448,1.008
28030,lat,maiestas,maiestas,maiestas,1408,448,1.008
14250,lat,dextera,dextera,"dextera, dexterae, f.",1410,447,1.006
49988,lat,varro,varro,varro,1410,447,1.006
19088,lat,foris,foris,"foris, foris, f.",1410,447,1.006
14991,lat,dissero2,dissero2,dissero2,1413,446,1.004
42238,lat,saluto,saluto,saluto,1413,446,1.004
49944,lat,vanus,vanus,"vanus, vana, vanum",1413,446,1.004
29115,lat,meritum,meritum,meritum,1416,445,1.002
36642,lat,plato,plato,plato,1416,445,1.002
18345,lat,fas,fas,fas,1418,444,0.999
26083,lat,laevus,laevus,laevus,1418,444,0.999
29867,lat,monstrum,monstrum,"mōnstrum, mōnstrī, n.",1418,444,0.999
34828,lat,percutio,percutio,percutio,1418,444,0.999
50150,lat,vena,vena,vena,1418,444,0.999
50223,lat,venter,venter,venter,1418,444,0.999
15601,lat,duro,duro,"dūrō, dūrāre, dūrāvī, dūrātum",1418,444,0.999
4879,lat,audax,audax,"audāx, audācis",1425,443,0.997
11108,lat,conspicio,conspicio,conspicio,1425,443,0.997
13125,lat,decedo,decedo,decedo,1425,443,0.997
19193,lat,foveo,foveo,foveo,1428,442,0.995
33177,lat,ortus2,ortus2,ortus2,1428,442,0.995
99,lat,abicio,abicio,"abiciō, abicere, abiēc¯",1430,440,0.99
6025,lat,bos,bos,"bōs, bovis, m.",1430,440,0.99
19926,lat,gener,gener,"gener, generī, m.",1430,440,0.99
22471,lat,impius,impius,"impius, impia, impium",1430,440,0.99
38662,lat,proinde,proinde,proinde,1430,440,0.99
8453,lat,cieo,cieo,cieo,1435,439,0.988
11016,lat,conservo,conservo,conservo,1435,439,0.988
26889,lat,libertus,libertus,libertus,1435,439,0.988
37329,lat,poto,poto,poto,1435,439,0.988
41810,lat,ruina,ruina,ruina,1435,439,0.988
46243,lat,sulla,sulla,sulla,1435,439,0.988
19318,lat,frigus,frigus,frigus,1441,438,0.986
31574,lat,nummus,nummus,nummus,1441,438,0.986
34576,lat,penitus,penitus,penitus,1441,438,0.986
43026,lat,seco,seco,seco,1441,438,0.986
5913,lat,blandus,blandus,blandus,1445,437,0.984
21320,lat,historia,historia,historia,1446,436,0.981
29231,lat,metellus,metellus,metellus,1446,436,0.981
38004,lat,praesum,praesum,"praesum, praeesse, praefuī, praefutūrum",1446,436,0.981
34551,lat,pendo,pendo,"pendō, pendere, pependī, pēnsum",1449,435,0.979
43917,lat,sicilia,sicilia,sicilia,1449,435,0.979
34548,lat,pendeo,pendeo,"pendeō, pendēre, pependī",1449,435,0.979
1658,lat,aestus,aestus,aestus,1452,434,0.977
13190,lat,decimus,decimus,decimus,1452,434,0.977
50381,lat,verro,verro,verro,1452,434,0.977
17615,lat,expello,expello,"expellō, expellere, expulī, expulsum",1452,434,0.977
45015,lat,status2,status2,status2,1456,433,0.975
11329,lat,continuo2,continuo2,continuo2,1457,432,0.972
12142,lat,crinis,crinis,crinis,1457,432,0.972
25032,lat,intervallum,intervallum,intervallum,1457,432,0.972
34578,lat,penna,penna,penna,1457,432,0.972
50865,lat,viridis,viridis,viridis,1457,432,0.972
20599,lat,habito,habito,habito,1462,431,0.97
26665,lat,lentus,lentus,lentus,1462,431,0.97
28666,lat,medicina,medicina,medicina,1462,431,0.97
13351,lat,defensio,defensio,defensio,1465,430,0.968
39151,lat,provideo,provideo,provideo,1465,430,0.968
20603,lat,habitus,habitus,habitus,1467,429,0.966
21964,lat,ignarus,ignarus,"ignārus, ignāra, ignārum",1467,429,0.966
907,lat,adiicio,adjicio,"adjiciō, adjicere, adjēcī, adjectum",1469,428,0.963
12244,lat,cruentus,cruentus,cruentus,1469,428,0.963
24363,lat,insequor,insequor,insequor,1469,428,0.963
30978,lat,nequeo,nequeo,nequeo,1469,428,0.963
34239,lat,patronus,patronus,patronus,1469,428,0.963
45174,lat,stoicus,stoicus,stoicus,1469,428,0.963
10285,lat,concipio,concipio,concipio,1475,427,0.961
49881,lat,vagus,vagus,"vagus, vaga, vagum",1475,427,0.961
5802,lat,bini,bini,bini,1477,426,0.959
29110,lat,merito,merito,merito,1477,426,0.959
11051,lat,consisto,consisto,"cōnsistō, cōnsistere, cōnstitī",1479,425,0.957
39547,lat,puppis,puppis,puppis,1479,425,0.957
45998,lat,succedo,succedo,succedo,1479,425,0.957
37207,lat,possideo,possideo,possideo,1482,424,0.954
44414,lat,sollicitus,sollicitus,sollicitus,1482,424,0.954
51023,lat,vocabulum,vocabulum,vocabulum,1482,424,0.954
28585,lat,maturus,maturus,maturus,1485,423,0.952
13576,lat,deligo,deligo,"dēligo, dēligere, dēlēgi, dēlectum",1485,423,0.952
18528,lat,ferio,ferio,ferio,1487,422,0.95
20457,lat,gravitas,gravitas,gravitas,1487,422,0.95
34188,lat,paternus,paternus,"paternus, paterna, paternum",1487,422,0.95
44099,lat,simulacrum,simulacrum,simulacrum,1487,422,0.95
15878,lat,effugio,effugio,effugio,1491,421,0.948
49301,lat,turris,turris,turris,1491,421,0.948
4583,lat,astrum,astrum,"astrum, astrī, n.",1493,420,0.945
7070,lat,capillus,capillus,capillus,1493,420,0.945
13719,lat,demum,demum,demum,1493,420,0.945
18688,lat,fidelis,fidelis,"fidēlis, fidēle",1493,420,0.945
25854,lat,iuventus,iuventus,iuventus,1493,420,0.945
26746,lat,letum,letum,letum,1493,420,0.945
38946,lat,prorsus,prorsus,prorsus,1493,420,0.945
50969,lat,vitis,vitis,vitis,1493,420,0.945
17239,lat,excido2,excido2,excido2,1501,419,0.943
950,lat,adiungo,adjungo,"adiungō, adiungere, adiunxī, adiunctus",1502,418,0.941
10954,lat,conscius,conscius,conscius,1502,418,0.941
34252,lat,paulatim,paulatim,paulatim,1502,418,0.941
44108,lat,simulo,simulo,simulo,1502,418,0.941
46776,lat,suspicor,suspicor,suspicor,1502,418,0.941
31466,lat,nubes,nubes,"nūbēs, nūbis, f.",1502,418,0.941
17467,lat,exitium,exitium,exitium,1508,417,0.939
23901,lat,inicio,inicio,inicio,1508,417,0.939
16865,lat,etiamsi,etiamsi,etiamsi,1510,416,0.936
38536,lat,produco,produco,produco,1510,416,0.936
4665,lat,athenae,athenae,athenae,1512,415,0.934
7801,lat,celsus,celsus,celsus,1512,415,0.934
29070,lat,merces,merces,"mercēs, mercēdis, f.",1512,415,0.934
27276,lat,loco,loco,"locō, locāre, locāvī, locātus",1512,415,0.934
48328,lat,tormentum,tormentum,tormentum,1516,414,0.932
1888,lat,agnosco,agnosco,"āgnōscō, āgnōscere, āgnōvī, āgnōtus",1517,413,0.93
10091,lat,complures,complures,complures,1517,413,0.93
29349,lat,militia,militia,militia,1517,413,0.93
12501,lat,curia,curia,curia,1520,412,0.927
15291,lat,domesticus,domesticus,domesticus,1520,412,0.927
17910,lat,exsto,exsto,exsto,1520,412,0.927
18405,lat,fauces,fauces,fauces,1520,412,0.927
39506,lat,pulvis,pulvis,pulvis,1520,412,0.927
16667,lat,erga,erga,erga,1525,411,0.925
20473,lat,grex,grex,grex,1525,411,0.925
41668,lat,rogus,rogus,"rogus, rogī, m.",1525,411,0.925
44697,lat,sperno,sperno,sperno,1525,411,0.925
46771,lat,suspicio,suspicio,suspicio,1525,411,0.925
49542,lat,una,una,una,1525,411,0.925
11282,lat,contentio,contentio,contentio,1531,410,0.923
11418,lat,contumelia,contumelia,contumelia,1531,410,0.923
13469,lat,deicio,deicio,deicio,1531,410,0.923
17854,lat,exsilium,exsilium,"exsilium, exsiliī, n.",1531,410,0.923
31259,lat,nocturnus,nocturnus,nocturnus,1531,410,0.923
44652,lat,spectaculum,spectaculum,spectaculum,1531,410,0.923
15284,lat,dolus,dolus,"dolus, dolī, m.",1537,409,0.921
50809,lat,violo,violo,violo,1537,409,0.921
18544,lat,ferox,ferox,"ferox, ferōcis",1537,409,0.921
1047,lat,admodum,admodum,admodum,1540,408,0.918
3879,lat,arduus,arduus,"arduus, ardua, arduum",1540,408,0.918
24053,lat,innocens,innocens,innocens,1540,408,0.918
26874,lat,liberalis,liberalis,liberalis,1540,408,0.918
51089,lat,volo2,volo2,"volō, volāre, volavī, volātum",1540,408,0.918
13193,lat,decipio,decipio,decipio,1545,407,0.916
36715,lat,plinius,plinius,plinius,1545,407,0.916
5581,lat,bellus,bellus,"bellus, bella, bellum",1545,407,0.916
4468,lat,assiduus,assiduus,"assiduus, assidua, assiduum",1548,406,0.914
21120,lat,heu,heu,heu,1548,406,0.914
25827,lat,iustitia,iustitia,iustitia,1548,406,0.914
38795,lat,pronuntio,pronuntio,pronuntio,1548,406,0.914
2943,lat,angustus,angustus,"angustus, angusta, angustum",1552,405,0.912
37512,lat,praedico,praedico,praedico,1552,405,0.912
44141,lat,singularis,singularis,singularis,1552,405,0.912
48378,lat,torus,torus,torus,1552,405,0.912
21556,lat,humilis,humilis,humilis,1556,404,0.909
31955,lat,obruo,obruo,"obruō, obruere, obruī, obrutum",1556,404,0.909
14809,lat,discutio,discutio,discutio,1558,403,0.907
23099,lat,incredibilis,incredibilis,incredibilis,1558,403,0.907
34264,lat,pauper,pauper,"pauper, pauperis",1558,403,0.907
37134,lat,porrigo,porrigo,porrigo,1558,403,0.907
8950,lat,clamo,clamo,"clāmō, clāmāre, clāmāvī, clāmātum",1562,402,0.905
19900,lat,gemitus,gemitus,gemitus,1562,402,0.905
20322,lat,graecia,graecia,"Graecia, Graeciae, f.",1562,402,0.905
11099,lat,conspectus2,conspectus2,conspectus2,1565,401,0.903
43404,lat,senator,senator,senator,1566,400,0.9
19031,lat,foedus2,foedus2,"foedus, foederis, n.",1566,400,0.9
29396,lat,minae,minae,minae,1568,399,0.898
44087,lat,simplex,simplex,simplex,1568,399,0.898
12454,lat,cupido,cupido,"cupīdō, cupīdinis, f.",1570,398,0.896
19664,lat,futurus,futurus,futurus,1570,398,0.896
44531,lat,sordidus,sordidus,sordidus,1570,398,0.896
45076,lat,sterno,sterno,sterno,1570,398,0.896
908,lat,adimo,adimo,"adimo, adimere, adēmī",1574,397,0.894
15226,lat,doctrina,doctrina,doctrina,1574,397,0.894
32906,lat,oppono,oppono,oppono,1574,397,0.894
4713,lat,atqui,atqui,atqui,1577,396,0.891
9759,lat,comitor,comitor,comitor,1577,396,0.891
18711,lat,fiducia,fiducia,fiducia,1577,396,0.891
19618,lat,furo,furo,furo,1577,396,0.891
32195,lat,obvius,obvius,obvius,1577,396,0.891
16999,lat,evado,evado,"ēvādō, ēvādere, ēvāsī, ēvāsum",1577,396,0.891
16758,lat,erumpo,erumpo,"ērumpō, ērumpere, ērūpī, ēruptum",1577,396,0.891
38590,lat,profiteor,profiteor,"profiteor, profitērī, professus sum",1577,396,0.891
17211,lat,excello,excello,excello,1585,395,0.889
8522,lat,cingo,cingo,"cingō, cingere, cīnxī, cīnctum",1586,394,0.887
29456,lat,minor,minor,minor,1586,394,0.887
30639,lat,nata,nata,"nāta, nātae, f.",1588,393,0.885
34450,lat,pelagus,pelagus,pelagus,1588,393,0.885
3749,lat,arbitrium,arbitrium,"arbītrium, arbītriī, n.",1590,392,0.882
4508,lat,assumo,assumo,"assūmō, assūmere, assumpsī, assumptus",1590,392,0.882
14000,lat,desiderium,desiderium,desiderium,1590,392,0.882
50894,lat,viscera,viscera,viscera,1590,392,0.882
1636,lat,aestas,aestas,"aestās, aestātis, f.",1594,391,0.88
18788,lat,firmo,firmo,firmo,1594,391,0.88
39993,lat,quilibet,quilibet,quilibet,1594,391,0.88
15079,lat,distinguo,distinguo,distinguo,1597,390,0.878
38225,lat,precor,precor,"precor, precārī, precātus est",1597,390,0.878
47674,lat,testis2,testis2,testis2,1597,390,0.878
2571,lat,amicus,amicus1,"amīcus, amīca, amīcum",1600,389,0.876
6775,lat,calor,calor,calor,1600,389,0.876
12402,lat,cumque,cumque,cumque,1600,389,0.876
9901,lat,commodum,commodum,commodum,1603,388,0.873
50568,lat,vetustas,vetustas,vetustas,1603,388,0.873
11777,lat,corripio,corripio,corripio,1605,387,0.871
9962,lat,como,como,"cōmō, cōmere, cōmpsī, cōmptum",1605,387,0.871
26864,lat,libellus,libellus,libellus,1607,386,0.869
1738,lat,affirmo,affirmo,affirmo,1608,385,0.867
31236,lat,nobilitas,nobilitas,nobilitas,1608,385,0.867
7950,lat,cera,cera,cera,1610,384,0.864
10071,lat,compleo,compleo,compleo,1610,384,0.864
30770,lat,navigo,navigo,navigo,1610,384,0.864
30827,lat,neco,neco,neco,1610,384,0.864
64,lat,abduco,abduco,"abdūcō, abdūcere, abdūxī, abductum",1610,384,0.864
45689,lat,sublimis,sublimis,"sublīmis, sublīme",1610,384,0.864
15297,lat,domina,domina,"domina, dominae, f.",1616,383,0.862
43035,lat,secretus,secretus,"sēcrētus, sēcrēta, sēcrētum",1616,383,0.862
1671,lat,aether,aether,"aethēr, aetheris, n.",1618,382,0.86
5039,lat,auspicium,auspicium,auspicium,1618,382,0.86
15007,lat,dissimilis,dissimilis,dissimilis,1618,382,0.86
15784,lat,educo,educo1,"ēdūcō, ēdūcere, ēdūxī, ēductum",1618,382,0.86
17905,lat,exstinguo,exstinguo,exstinguo,1618,382,0.86
28680,lat,mediocris,mediocris,mediocris,1618,382,0.86
29039,lat,mentior,mentior,mentior,1618,382,0.86
16285,lat,en,en,en,1625,381,0.858
31626,lat,nusquam,nusquam,nusquam,1625,381,0.858
33103,lat,ornamentum,ornamentum,ornamentum,1625,381,0.858
8102,lat,ceu,ceu,ceu,1628,380,0.855
22090,lat,illic,illic,illic,1628,380,0.855
22222,lat,imito,imito,imito,1628,380,0.855
939,lat,aditus2,aditus2,aditus2,1631,379,0.853
1781,lat,africa,africa,africa,1631,379,0.853
43871,lat,sextus,sextus,sextus,1631,379,0.853
45028,lat,stella,stella,"stella, stellae, f.",1631,379,0.853
49209,lat,tumulus,tumulus,tumulus,1631,379,0.853
49981,lat,varietas,varietas,varietas,1631,379,0.853
50938,lat,vitellius,vitellius,vitellius,1631,379,0.853
2684,lat,amplector,amplector,amplector,1638,378,0.851
10388,lat,concurro,concurro,concurro,1638,378,0.851
16481,lat,epicurus,epicurus,epicurus,1638,378,0.851
38505,lat,prodeo,prodeo,prodeo,1638,378,0.851
47375,lat,temere,temere,temere,1638,378,0.851
25766,lat,iuno,iuno,"Iūnō, Iūnōnis, f.",1638,378,0.851
42074,lat,sagitta,sagitta,"sagitta, sagittae, f.",1644,377,0.849
5103,lat,avaritia,avaritia,avaritia,1645,376,0.846
50719,lat,villa,villa,villa,1645,376,0.846
26069,lat,laetitia,laetitia,laetitia,1647,375,0.844
7259,lat,caritas,caritas,caritas,1648,374,0.842
12576,lat,custodio,custodio,custodio,1648,374,0.842
22814,lat,incedo,incedo,incedo,1648,374,0.842
285,lat,abstineo,abstineo,"abstineō, abstinēre, abstinuī, abstentum",1648,374,0.842
3874,lat,ardor,ardor,ardor,1652,373,0.84
18841,lat,flagitium,flagitium,flagitium,1652,373,0.84
29557,lat,misericordia,misericordia,"misericordia, misericordiae, f.",1652,373,0.84
34128,lat,passim,passim,passim,1652,373,0.84
1522,lat,aequalis,aequalis,"aequālis, aequāle",1656,372,0.837
15757,lat,edictum,edictum,edictum,1656,372,0.837
18470,lat,felicitas,felicitas,felicitas,1656,372,0.837
48385,lat,totidem,totidem,totidem,1656,372,0.837
49681,lat,urbanus,urbanus,urbanus,1656,372,0.837
7091,lat,capitolium,capitolium,"Capitōlium, Capitōliī, n.",1656,372,0.837
12455,lat,cupidus,cupidus,"cupidus, cupida, cupidum",1662,371,0.835
22256,lat,immensus,immensus,"immēnsus, immēnsa, immēnsum",1662,371,0.835
3790,lat,arcesso,arcesso,arcesso,1664,370,0.833
11026,lat,considero,considero,considero,1664,370,0.833
14074,lat,destino,destino,destino,1664,370,0.833
4212,lat,artifex,artifex,artifex,1667,369,0.831
15562,lat,duplex,duplex,duplex,1667,369,0.831
18716,lat,fidus,fidus,fidus,1667,369,0.831
21525,lat,hostilis,hostilis,hostilis,1667,369,0.831
15834,lat,efficax,efficax,efficax,1671,368,0.828
31233,lat,no,no,"nō, nāre, nāvī",1671,368,0.828
40996,lat,repello,repello,repello,1671,368,0.828
43101,lat,seditio,seditio,seditio,1671,368,0.828
12253,lat,crus,crus,crus,1675,367,0.826
6613,lat,calamitas,calamitas,"calamitās, calamitātis, f.",1675,367,0.826
18427,lat,faveo,faveo,faveo,1677,366,0.824
30222,lat,munio,munio,munio,1677,366,0.824
42209,lat,saltem,saltem,saltem,1677,366,0.824
50147,lat,velum,velum,velum,1677,366,0.824
44153,lat,sinister,sinister,"sinister, sinistra, sinistrum",1677,366,0.824
17449,lat,eximo,eximo,eximo,1682,365,0.822
22864,lat,incido,incido,incido,1682,365,0.822
27186,lat,lis,lis,lis,1682,365,0.822
29096,lat,mergo,mergo,mergo,1682,365,0.822
48110,lat,timidus,timidus,timidus,1682,365,0.822
21931,lat,idoneus,idoneus,"idōneus, idōnea, idōneum",1682,365,0.822
48732,lat,tremo,tremo,tremo,1688,364,0.819
19628,lat,furtum,furtum,"fūrtum, fūrtī, n.",1688,364,0.819
3862,lat,arcus,arcus,arcus,1690,363,0.817
11028,lat,consido,consido,consido,1690,363,0.817
11131,lat,constantia,constantia,constantia,1692,362,0.815
15482,lat,ductor,ductor,ductor,1692,362,0.815
39944,lat,que,que,que,1692,362,0.815
44382,lat,solidus,solidus,solidus,1692,362,0.815
45001,lat,statua,statua,statua,1692,362,0.815
2167,lat,alioqui,alioqui,alioqui,1697,361,0.813
36564,lat,plaga3,plaga3,plaga3,1697,361,0.813
37513,lat,praedico2,praedico2,praedico2,1697,361,0.813
49310,lat,tus,tus,tus,1697,361,0.813
928,lat,adipiscor,adipiscor,adipiscor,1701,360,0.81
21543,lat,humanitas,humanitas,humanitas,1701,360,0.81
31758,lat,obeo,obeo,obeo,1701,360,0.81
29433,lat,minister,minister,minister,1704,359,0.808
31612,lat,nuptiae,nuptiae,nuptiae,1704,359,0.808
33581,lat,palma,palma,palma,1704,359,0.808
46632,lat,supplex,supplex,"supplex, supplicis",1704,359,0.808
17692,lat,exploro,exploro,"explōrō, explōrāre, explōrāvī, explōrātum",1704,359,0.808
22146,lat,illustris,illustris,illustris,1709,358,0.806
22953,lat,incolumis,incolumis,incolumis,1709,358,0.806
28920,lat,memor,memor,"memor, memoris",1709,358,0.806
43503,lat,septem,septem,septem,1709,358,0.806
43566,lat,sepulcrum,sepulcrum,"sepulcrum, sepulcrī, n.",1709,358,0.806
7201,lat,carcer,carcer,carcer,1714,357,0.804
26998,lat,lignum,lignum,lignum,1714,357,0.804
47676,lat,testo,testo,testo,1714,357,0.804
15747,lat,edepol,edepol,edepol,1717,356,0.801
38910,lat,propterea,propterea,propterea,1717,356,0.801
49659,lat,universum,universum,"ūniversum, ūniversī, n.",1717,356,0.801
11628,lat,coram,coram,coram,1720,355,0.799
11811,lat,cortex,cortex,cortex,1720,355,0.799
19901,lat,gemma,gemma,gemma,1720,355,0.799
47658,lat,testamentum,testamentum,testamentum,1720,355,0.799
49181,lat,tullius,tullius,tullius,1720,355,0.799
37038,lat,pontifex,pontifex,pontifex,1725,354,0.797
41898,lat,rusticus,rusticus,rusticus,1725,354,0.797
42279,lat,samnites,samnites,samnites,1727,353,0.795
42774,lat,scipio,scipio,scipio,1727,353,0.795
18605,lat,festino,festino,"festīnō, festīnāre, festīnāvī, festīnātum",1727,353,0.795
27346,lat,longitudo,longitudo,longitudo,1730,352,0.792
43674,lat,serpo,serpo,serpo,1730,352,0.792
3782,lat,arceo,arceo,arceo,1732,351,0.79
19968,lat,genitor,genitor,genitor,1732,351,0.79
27672,lat,luxuria,luxuria,luxuria,1732,351,0.79
33916,lat,paratus,paro1,"parātus, parāta, parātum",1732,351,0.79
24121,lat,inopia,inopia,"inopia, inopiae, f.",1732,351,0.79
17567,lat,exorior,exorior,exorior,1737,350,0.788
26940,lat,licentia,licentia,licentia,1737,350,0.788
30402,lat,mutuus,mutuus,mutuus,1737,350,0.788
50583,lat,vexo,vexo,vexo,1737,350,0.788
33962,lat,paries,paries,"pariēs, parietis, m",1737,350,0.788
33406,lat,pactum,pactum,"pactum, pactī, n.",1737,350,0.788
2486,lat,ambitus2,ambitus2,ambitus2,1743,349,0.786
28387,lat,marinus,marinus,marinus,1743,349,0.786
41832,lat,rumor,rumor,rumor,1743,349,0.786
1752,lat,affligo,affligo,affligo,1746,348,0.783
10992,lat,consentio,consentio,consentio,1746,348,0.783
16209,lat,emineo,emineo,emineo,1748,347,0.781
19002,lat,fluvius,fluvius,fluvius,1748,347,0.781
41240,lat,responsum,responsum,responsum,1748,347,0.781
43828,lat,severus,severus,severus,1748,347,0.781
23573,lat,infans,infans,"īnfāns, īnfantis, c.",1748,347,0.781
29006,lat,mensa,mensa,"mēnsa, mēnsae, f.",1753,346,0.779
57,lat,abdico,abdico,abdico,1754,345,0.777
37319,lat,potissimus,potissimus,potissimus,1754,345,0.777
40246,lat,rapidus,rapidus,rapidus,1754,345,0.777
1567,lat,aequo,aequo,"aequō, aequāre, aequāvī, aequātum",1757,344,0.774
14684,lat,dirigo,dirigo,dirigo,1757,344,0.774
15080,lat,disto,disto,disto,1757,344,0.774
28441,lat,martes,martes,martes,1757,344,0.774
31067,lat,nex,nex,nex,1757,344,0.774
45616,lat,subinde,subinde,subinde,1757,344,0.774
2186,lat,aliquantus,aliquantus,aliquantus,1763,343,0.772
